GO:0004672	protein kinase activity
GO:0006468	protein phosphorylation
GO:0051726	regulation of cell cycle
GO:0005759	mitochondrial matrix
GO:0003700	DNA-binding transcription factor activity
GO:0008134	transcription factor binding
GO:0046332	SMAD binding
GO:0005634	nucleus
GO:0005667	transcription factor complex
GO:0006366	transcription by RNA polymerase II
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0046332	SMAD binding
GO:0005634	nucleus
GO:0007165	signal transduction
GO:0030509	BMP signaling pathway
GO:0042803	protein homodimerization activity
GO:0031012	extracellular matrix
GO:0032991	protein-containing complex
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005160	transforming growth factor beta receptor binding
GO:0005102	signaling receptor binding
GO:0042803	protein homodimerization activity
GO:0005615	extracellular space
GO:0001501	skeletal system development
GO:0007267	cell-cell signaling
GO:0005509	calcium ion binding
GO:0008201	heparin binding
GO:0031012	extracellular matrix
GO:0006930	substrate-dependent cell migration, cell extension
GO:0004866	endopeptidase inhibitor activity
GO:0005615	extracellular space
GO:0006468	protein phosphorylation
GO:0004674	protein serine/threonine kinase activity
GO:0004672	protein kinase activity
GO:0004707	MAP kinase activity
GO:0005515	protein binding
GO:0006915	apoptotic process
GO:0006935	chemotaxis
GO:0007165	signal transduction
GO:0031012	extracellular matrix
GO:0005615	extracellular space
GO:0034142	toll-like receptor 4 signaling pathway
GO:0005634	nucleus
GO:0004707	MAP kinase activity
GO:0005515	protein binding
GO:0005634	nucleus
GO:0008284	positive regulation of cell proliferation
GO:0005515	protein binding
GO:0005515	protein binding
GO:0005515	protein binding
GO:0005634	nucleus
GO:0005769	early endosome
GO:0005667	transcription factor complex
GO:0008285	negative regulation of cell proliferation
GO:0030509	BMP signaling pathway
GO:0032592	integral component of mitochondrial membrane
GO:0001836	release of cytochrome c from mitochondria
GO:0008637	apoptotic mitochondrial changes
GO:0071889	14-3-3 protein binding
GO:0004674	protein serine/threonine kinase activity
GO:0005829	cytosol
GO:0005829	cytosol
GO:0003700	DNA-binding transcription factor activity
GO:0005654	nucleoplasm
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus
GO:0043565	sequence-specific DNA binding
GO:0005634	nucleus
GO:0034340	response to type I interferon
GO:0005515	protein binding
GO:0005615	extracellular space
GO:1990458	lipooligosaccharide binding
GO:0034125	negative regulation of MyD88-dependent toll-like receptor signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0010008	endosome membrane
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0010008	endosome membrane
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0010008	endosome membrane
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0005737	cytoplasm
GO:0034142	toll-like receptor 4 signaling pathway
GO:0043066	negative regulation of apoptotic process
GO:0016239	positive regulation of macroautophagy
GO:0005515	protein binding
GO:0043065	positive regulation of apoptotic process
GO:0045839	negative regulation of mitotic nuclear division
GO:0010508	positive regulation of autophagy
GO:0005515	protein binding
GO:0005515	protein binding
GO:0043066	negative regulation of apoptotic process
GO:0005634	nucleus
GO:0034504	protein localization to nucleus
GO:0004674	protein serine/threonine kinase activity
GO:0070498	interleukin-1-mediated signaling pathway
GO:0004674	protein serine/threonine kinase activity
GO:0005515	protein binding
GO:0070498	interleukin-1-mediated signaling pathway
GO:0005515	protein binding
GO:0005515	protein binding
GO:0016301	kinase activity
GO:0034142	toll-like receptor 4 signaling pathway
GO:0005515	protein binding
GO:0003713	transcription coactivator activity
GO:2000327	positive regulation of nuclear receptor transcription coactivator activity
GO:0030331	estrogen receptor binding
GO:0035035	histone acetyltransferase binding
GO:2000327	positive regulation of nuclear receptor transcription coactivator activity
GO:0045893	positive regulation of transcription, DNA-templated
GO:0042803	protein homodimerization activity
GO:0005634	nucleus
GO:0010628	positive regulation of gene expression
GO:0003677	DNA binding
GO:0005515	protein binding
GO:0043065	positive regulation of apoptotic process
GO:0005634	nucleus
GO:0010628	positive regulation of gene expression
GO:0005634	nucleus
GO:0045893	positive regulation of transcription, DNA-templated
GO:0045892	negative regulation of transcription, DNA-templated
GO:0045893	positive regulation of transcription, DNA-templated
GO:0005634	nucleus
GO:0045893	positive regulation of transcription, DNA-templated
GO:0005634	nucleus
GO:0005737	cytoplasm
GO:0010468	regulation of gene expression
GO:0010629	negative regulation of gene expression
GO:0045892	negative regulation of transcription, DNA-templated
GO:0003677	DNA binding
GO:0016922	nuclear receptor binding
GO:0005634	nucleus
GO:0043065	positive regulation of apoptotic process
GO:0005634	nucleus
GO:0010628	positive regulation of gene expression
GO:0071889	14-3-3 protein binding
GO:0035914	skeletal muscle cell differentiation
GO:0003677	DNA binding
GO:0005634	nucleus
GO:0097472	cyclin-dependent protein kinase activity
GO:0005634	nucleus
GO:0006354	DNA-templated transcription, elongation
GO:0006468	protein phosphorylation
GO:0004672	protein kinase activity
GO:0005515	protein binding
GO:0005886	plasma membrane
GO:1900459	positive regulation of brassinosteroid mediated signaling pathway
GO:0004721	phosphoprotein phosphatase activity
GO:0005515	protein binding
GO:1900459	positive regulation of brassinosteroid mediated signaling pathway
GO:0004712	protein serine/threonine/tyrosine kinase activity
GO:0009742	brassinosteroid mediated signaling pathway
GO:1900459	positive regulation of brassinosteroid mediated signaling pathway
GO:0071889	14-3-3 protein binding
GO:0005737	cytoplasm
GO:0009742	brassinosteroid mediated signaling pathway
GO:0005615	extracellular space
GO:0009734	auxin-activated signaling pathway
GO:0009734	auxin-activated signaling pathway
GO:0009867	jasmonic acid mediated signaling pathway
GO:0042742	defense response to bacterium
GO:0052033	pathogen-associated molecular pattern dependent induction by symbiont of host innate immune response
GO:0004672	protein kinase activity
GO:0004672	protein kinase activity
GO:0042742	defense response to bacterium
GO:0052033	pathogen-associated molecular pattern dependent induction by symbiont of host innate immune response
GO:0004712	protein serine/threonine/tyrosine kinase activity
GO:0009742	brassinosteroid mediated signaling pathway
GO:0007339	binding of sperm to zona pellucida
GO:0005634	nucleus
GO:0003677	DNA binding
GO:0019104	DNA N-glycosylase activity
GO:0005634	nucleus
GO:0016829	lyase activity
GO:0005737	cytoplasm
GO:0042692	muscle cell differentiation
GO:0010008	endosome membrane
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0010008	endosome membrane
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0005886	plasma membrane
GO:0055037	recycling endosome
GO:0009693	ethylene biosynthetic process
GO:0010365	positive regulation of ethylene biosynthetic process
GO:0009693	ethylene biosynthetic process
GO:0010365	positive regulation of ethylene biosynthetic process
GO:0004707	MAP kinase activity
GO:0004707	MAP kinase activity
GO:0009873	ethylene-activated signaling pathway
GO:0005671	Ada2/Gcn5/Ada3 transcription activator complex
GO:0004672	protein kinase activity
GO:0004674	protein serine/threonine kinase activity
GO:0005515	protein binding
GO:0005515	protein binding
GO:0032869	cellular response to insulin stimulus
GO:0051092	positive regulation of NF-kappaB transcription factor activity
GO:0070888	E-box binding
GO:0071889	14-3-3 protein binding
GO:0005737	cytoplasm
GO:0071889	14-3-3 protein binding
GO:0005737	cytoplasm
GO:0007519	skeletal muscle tissue development
GO:0001070	RNA-binding transcription regulator activity
GO:0007173	epidermal growth factor receptor signaling pathway
GO:0001070	RNA-binding transcription regulator activity
GO:0007173	epidermal growth factor receptor signaling pathway
GO:0031369	translation initiation factor binding
GO:0003682	chromatin binding
GO:0005634	nucleus
GO:0140014	mitotic nuclear division
GO:0003700	DNA-binding transcription factor activity
GO:0001047	core promoter binding
GO:0006468	protein phosphorylation
GO:0070371	ERK1 and ERK2 cascade
GO:0016301	kinase activity
GO:0005634	nucleus
GO:0015269	calcium-activated potassium channel activity
GO:0046332	SMAD binding
GO:0005737	cytoplasm
GO:0030514	negative regulation of BMP signaling pathway
GO:0046332	SMAD binding
GO:0016055	Wnt signaling pathway
GO:0003713	transcription coactivator activity
GO:0005515	protein binding
GO:0004842	ubiquitin-protein transferase activity
GO:0005515	protein binding
GO:0005515	protein binding
GO:0000776	kinetochore
GO:0031577	spindle checkpoint
GO:0005515	protein binding
GO:0005515	protein binding
GO:0000776	kinetochore
GO:0004842	ubiquitin-protein transferase activity
GO:0031577	spindle checkpoint
GO:0005515	protein binding
GO:0000776	kinetochore
GO:0005813	centrosome
GO:0001933	negative regulation of protein phosphorylation
GO:0010826	negative regulation of centrosome duplication
GO:0033673	negative regulation of kinase activity
GO:0031160	spore wall
GO:0071889	14-3-3 protein binding
GO:0005737	cytoplasm
GO:0009742	brassinosteroid mediated signaling pathway
GO:0051310	metaphase plate congression
GO:0031577	spindle checkpoint
GO:0034501	protein localization to kinetochore
GO:0034501	protein localization to kinetochore
GO:0034501	protein localization to kinetochore
GO:0004672	protein kinase activity
GO:0000776	kinetochore
GO:0005515	protein binding
GO:0004672	protein kinase activity
GO:0007094	mitotic spindle assembly checkpoint
GO:0045143	homologous chromosome segregation
GO:0000776	kinetochore
GO:0007094	mitotic spindle assembly checkpoint
GO:0045143	homologous chromosome segregation
GO:0034501	protein localization to kinetochore
GO:0005515	protein binding
GO:0031577	spindle checkpoint
GO:0035861	site of double-strand break
GO:0006281	DNA repair
GO:0031577	spindle checkpoint
GO:0004672	protein kinase activity
GO:0000779	condensed chromosome, centromeric region
GO:0000922	spindle pole
GO:0005694	chromosome
GO:0030496	midbody
GO:0051233	spindle midzone
