PIKFYVE,"['phosphatidylinositol 5-phosphate metabolic process', 'phosphatidylinositol-3-phosphate biosynthetic process', 'phosphatidylinositol phosphorylation', 'phosphatidylinositol biosynthetic process', 'retrograde transport, endosome to Golgi', 'regulation of autophagosome assembly', 'myelin assembly', 'protein localization to nucleus', 'intracellular signal transduction']"
MAP3K11,"['cell proliferation', 'positive regulation of JUN kinase activity', 'activation of JNKK activity', 'activation of JUN kinase activity', 'JNK cascade', 'positive regulation of neuron apoptotic process', 'microtubule-based process', 'activation of MAPK activity', 'MAPK cascade', 'cell death', 'positive regulation of JNK cascade', 'positive regulation of apoptotic process']"
CDK14,"['cell division', 'G2/M transition of mitotic cell cycle', 'regulation of canonical Wnt signaling pathway', 'Wnt signaling pathway', 'regulation of cell cycle']"
CAMK1D,"['positive regulation of respiratory burst', 'positive regulation of neutrophil chemotaxis', 'regulation of dendrite development', 'inflammatory response', 'negative regulation of apoptotic process', 'positive regulation of apoptotic process', 'regulation of granulocyte chemotaxis', 'positive regulation of neuron projection development', 'positive regulation of CREB transcription factor activity', 'positive regulation of phagocytosis']"
STRADB,"['cell cycle arrest', 'negative regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'stress-activated protein kinase signaling cascade', 'cell morphogenesis', 'neuron projection morphogenesis', 'protein export from nucleus', 'signal transduction by protein phosphorylation', 'MAPK cascade']"
PGK2,"['gluconeogenesis', 'muscle cell cellular homeostasis', 'glycolytic process', 'myoblast fusion', 'chemical synaptic transmission', 'somatic muscle development', 'flagellated sperm motility']"
GUCY2C,"['cGMP biosynthetic process', 'receptor guanylyl cyclase signaling pathway', 'digestion', 'response to toxic substance', 'regulation of cell proliferation', 'intracellular signal transduction']"
MST1R,"['positive regulation of MAP kinase activity', 'positive regulation of cell proliferation', 'response to virus', 'single fertilization', 'negative regulation of signal transduction', 'Wnt signaling pathway', 'macrophage colony-stimulating factor signaling pathway', 'defense response', 'hepatocyte growth factor receptor signaling pathway', 'innate immune response', 'negative regulation of apoptotic process', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation', 'positive regulation of protein kinase B signaling']"
DAPK3,"['regulation of cell shape', 'apoptotic signaling pathway', 'chromatin organization', 'apoptotic process', 'negative regulation of translation', 'intracellular signal transduction', 'positive regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'transcription, DNA-templated', 'neuron differentiation', 'regulation of myosin II filament organization', 'positive regulation of canonical Wnt signaling pathway', 'regulation of apoptotic process', 'regulation of mitotic cell cycle', 'regulation of focal adhesion assembly', 'regulation of autophagy', 'positive regulation of apoptotic process', 'cellular response to interferon-gamma', 'regulation of actin cytoskeleton reorganization', 'positive regulation of cell migration']"
EPHA6,"['negative regulation of signal transduction', 'negative regulation of apoptotic process', 'ephrin receptor signaling pathway', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation']"
INSRR,"['transmembrane receptor protein tyrosine kinase signaling pathway', 'male sex determination', 'negative regulation of signal transduction', 'negative regulation of apoptotic process', 'positive regulation of ERK1 and ERK2 cascade', 'glucose homeostasis', 'cell differentiation', 'cellular response to alkaline pH', 'actin cytoskeleton reorganization']"
PIP5K1C,"['regulation of phosphatidylinositol 3-kinase signaling', 'phosphatidylinositol phosphorylation', 'phosphatidylinositol biosynthetic process', 'clathrin-dependent endocytosis', 'synaptic vesicle endocytosis', 'synaptic vesicle exocytosis', 'membrane organization', 'phagocytosis', 'neutrophil chemotaxis', 'adherens junction assembly', 'cell-cell adhesion', 'actin cytoskeleton organization']"
MET,"['positive chemotaxis', 'phosphatidylinositol phosphorylation', 'branching morphogenesis of an epithelial tube', 'entry of bacterium into host cell', 'Wnt signaling pathway', 'positive regulation of microtubule polymerization', 'hepatocyte growth factor receptor signaling pathway', 'negative regulation of stress fiber assembly', 'negative regulation of autophagy', 'positive regulation of protein kinase B signaling', 'semaphorin-plexin signaling pathway', 'cell proliferation', 'negative regulation of Rho protein signal transduction', 'positive regulation of transcription by RNA polymerase II', 'establishment of skin barrier', 'MAPK cascade', 'endothelial cell morphogenesis', 'negative regulation of signal transduction', 'liver development', 'positive regulation of endothelial cell chemotaxis', 'negative regulation of guanyl-nucleotide exchange factor activity', 'negative regulation of hydrogen peroxide-mediated programmed cell death', 'cell surface receptor signaling pathway', 'negative regulation of apoptotic process', 'negative regulation of thrombin-activated receptor signaling pathway', 'positive regulation of ERK1 and ERK2 cascade', 'phagocytosis', 'cell differentiation']"
STK38,"['negative regulation of MAP kinase activity', 'cellular protein modification process', 'intracellular signal transduction']"
PKN1,"['activation of JUN kinase activity', 'spleen development', 'negative regulation of protein kinase activity', 'renal system process', 'regulation of germinal center formation', 'negative regulation of B cell proliferation', 'regulation of immunoglobulin production', 'epithelial cell migration', 'intracellular signal transduction', 'transcription, DNA-templated', 'B cell homeostasis', 'hyperosmotic response', 'B cell apoptotic process', 'regulation of transcription by RNA polymerase II', 'positive regulation of nucleic acid-templated transcription', 'regulation of cell motility', 'histone H3-T11 phosphorylation']"
MAPK14,"['positive regulation of cyclase activity', 'positive regulation of cardiac muscle cell proliferation', 'positive regulation of brown fat cell differentiation', 'response to muramyl dipeptide', 'signal transduction in response to DNA damage', 'positive regulation of myoblast fusion', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'regulation of cytokine production involved in inflammatory response', 'glucose metabolic process', 'positive regulation of erythrocyte differentiation', 'activation of MAPK activity', 'cartilage condensation', 'apoptotic process', 'response to muscle stretch', 'intracellular signal transduction', 'positive regulation of interleukin-12 secretion', 'positive regulation of protein import into nucleus', 'p38MAPK cascade', 'cell morphogenesis', 'regulation of signal transduction by p53 class mediator', 'neutrophil degranulation', 'cellular response to virus', 'DNA damage checkpoint', 'vascular endothelial growth factor receptor signaling pathway', 'fatty acid oxidation', 'positive regulation of gene expression', 'regulation of gene expression', 'lipopolysaccharide-mediated signaling pathway', 'chondrocyte differentiation', 'positive regulation of myoblast differentiation', 'placenta development', 'positive regulation of transcription by RNA polymerase II', 'chemotaxis', 'striated muscle cell differentiation', 'cellular response to organic substance', 'angiogenesis', 'positive regulation of macrophage chemotaxis', 'positive regulation of myotube differentiation', 'cellular response to ionizing radiation', 'myoblast differentiation involved in skeletal muscle regeneration', 'cellular response to tumor necrosis factor', 'positive regulation of muscle cell differentiation', 'positive regulation of reactive oxygen species metabolic process', ""3'-UTR-mediated mRNA stabilization"", 'transcription, DNA-templated', 'stress-induced premature senescence', 'positive regulation of glucose import', 'cell surface receptor signaling pathway', 'regulation of transcription by RNA polymerase II', 'positive regulation of cytokine secretion involved in immune response', 'osteoclast differentiation', 'negative regulation of canonical Wnt signaling pathway', 'regulation of synaptic membrane adhesion', 'cellular response to lipopolysaccharide', 'cellular response to lipoteichoic acid', 'skeletal muscle tissue development', 'cellular response to vascular endothelial growth factor stimulus', 'regulation of ossification', 'positive regulation of metallopeptidase activity']"
CHUK,"['I-kappaB phosphorylation', 'response to toxic substance', 'positive regulation of NF-kappaB transcription factor activity', 'antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent', 'inflammatory response', 'immune response', 'MyD88-independent toll-like receptor signaling pathway', 'skeletal muscle contraction', 'positive regulation of transcription, DNA-templated', 'stress-activated MAPK cascade', 'negative regulation of NF-kappaB transcription factor activity', 'NIK/NF-kappaB signaling', 'Rho protein signal transduction', 'cellular response to virus', 'tumor necrosis factor-mediated signaling pathway', 'cellular response to reactive oxygen species', 'TRIF-dependent toll-like receptor signaling pathway', 'Fc-epsilon receptor signaling pathway', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'response to amino acid', 'anatomical structure morphogenesis', 'response to virus', 'positive regulation of transcription by RNA polymerase II', 'stimulatory C-type lectin receptor signaling pathway', 'striated muscle cell differentiation', 'cellular response to cadmium ion', 'cellular response to tumor necrosis factor', 'response to acetate', 'T cell receptor signaling pathway', 'response to hydroperoxide', 'positive regulation of interferon-alpha secretion', 'I-kappaB kinase/NF-kappaB signaling', 'response to drug', 'innate immune response', 'regulation of tumor necrosis factor-mediated signaling pathway', 'response to lipopolysaccharide', 'interleukin-1-mediated signaling pathway']"
TAOK2,"['regulation of cell shape', 'mitotic G2 DNA damage checkpoint', 'basal dendrite arborization', 'signal transduction by protein phosphorylation', 'activation of MAPK activity', 'activation of MAPKK activity', 'positive regulation of protein autophosphorylation', 'axonogenesis', 'apoptotic process', 'focal adhesion assembly', 'cell migration', 'stress-activated MAPK cascade', 'basal dendrite morphogenesis', 'stress-activated protein kinase signaling cascade', 'cellular response to DNA damage stimulus', 'protein targeting to membrane', 'regulation of actin cytoskeleton organization', 'regulation of cell growth', 'positive regulation of JNK cascade', 'actin cytoskeleton organization', 'positive regulation of stress-activated MAPK cascade']"
MAST3,"['cytoskeleton organization', 'intracellular signal transduction']"
STK11,"['cell cycle arrest', 'cellular response to UV-B', 'dendrite extension', 'negative regulation of cell growth', 'vasculature development', 'autophagy', 'axonogenesis', 'negative regulation of cold-induced thermogenesis', 'response to ionizing radiation', 'Golgi localization', 'positive regulation of protein localization to nucleus', 'negative regulation of TORC1 signaling', 'regulation of signal transduction by p53 class mediator', 'anoikis', 'positive thymic T cell selection', 'cellular response to DNA damage stimulus', 'positive regulation of autophagy', 'regulation of protein kinase B signaling', 'negative regulation of lipid biosynthetic process', 'regulation of cell growth', 'intrinsic apoptotic signaling pathway by p53 class mediator', 'glucose homeostasis', 'establishment of cell polarity', 'TCR signalosome assembly', 'negative regulation of cell proliferation', 'regulation of dendrite morphogenesis', 'positive regulation of axonogenesis', 'canonical Wnt signaling pathway', 'positive regulation of peptidyl-tyrosine phosphorylation', 'T cell receptor signaling pathway', 'negative regulation of epithelial cell proliferation involved in prostate gland development', 'spermatogenesis', 'protein dephosphorylation', 'tissue homeostasis', 'negative regulation of canonical Wnt signaling pathway', 'positive regulation of transforming growth factor beta receptor signaling pathway']"
FN3KRP,['post-translational protein modification']
ZAP70,"['T cell activation', 'B cell activation', 'beta selection', 'positive regulation of alpha-beta T cell differentiation', 'positive regulation of calcium-mediated signaling', 'immune response', 'positive regulation of alpha-beta T cell proliferation', 'T cell aggregation', 'intracellular signal transduction', 'T cell receptor signaling pathway', 'adaptive immune response', 'positive thymic T cell selection', 'T cell differentiation', 'positive regulation of T cell differentiation', 'T cell migration', 'negative thymic T cell selection']"
DCLK1,"['negative regulation of protein localization to nucleus', 'nervous system development', 'central nervous system projection neuron axonogenesis', 'response to virus', 'dendrite morphogenesis', 'neuron migration', 'central nervous system development', 'forebrain development', 'axon extension', 'endosomal transport']"
PRKCI,"['establishment of apical/basal cell polarity', 'cytoskeleton organization', 'negative regulation of glial cell apoptotic process', 'actin filament organization', 'regulation of postsynaptic membrane neurotransmitter receptor levels', 'positive regulation of NF-kappaB transcription factor activity', 'positive regulation of neuron projection development', 'positive regulation of endothelial cell apoptotic process', 'intracellular signal transduction', 'secretion', 'eye photoreceptor cell development', 'protein targeting to membrane', 'cell-cell junction organization', 'response to interleukin-1', 'bicellular tight junction assembly', 'positive regulation of Notch signaling pathway', 'negative regulation of neuron apoptotic process', 'cellular response to insulin stimulus', 'vesicle-mediated transport', 'establishment or maintenance of epithelial cell apical/basal polarity', 'cell migration', 'membrane organization', 'positive regulation of protein localization to plasma membrane', 'positive regulation of glial cell proliferation', 'positive regulation of glucose import', 'negative regulation of apoptotic process', 'Golgi vesicle budding']"
STK16,"['transcription by RNA polymerase II', 'positive regulation of transcription by RNA polymerase II', 'cellular response to transforming growth factor beta stimulus']"
RIOK2,"['regulation of mitotic metaphase/anaphase transition', 'maturation of SSU-rRNA', 'positive regulation of ribosomal small subunit export from nucleus', 'ribosomal small subunit biogenesis', 'positive regulation of rRNA processing']"
SIK1,"['negative regulation of CREB transcription factor activity', 'negative regulation of gluconeogenesis', 'regulation of cell differentiation', 'entrainment of circadian clock by photoperiod', 'regulation of myotube differentiation', 'positive regulation of anoikis', 'negative regulation of TOR signaling', 'cardiac muscle cell differentiation', 'intracellular signal transduction', 'regulation of mitotic cell cycle', 'cellular response to glucose starvation', 'regulation of sodium ion transport', 'negative regulation of triglyceride biosynthetic process', 'rhythmic process']"
EPHA2,"['neural tube development', 'negative regulation of angiogenesis', 'response to growth factor', 'regulation of angiogenesis', 'blood vessel endothelial cell proliferation involved in sprouting angiogenesis', 'branching involved in mammary gland duct morphogenesis', 'cell chemotaxis', 'axial mesoderm formation', 'inflammatory response', 'skeletal system development', 'defense response to Gram-positive bacterium', 'regulation of lamellipodium assembly', 'notochord cell development', 'neuron differentiation', 'negative regulation of chemokine production', 'intrinsic apoptotic signaling pathway in response to DNA damage', 'keratinocyte differentiation', 'ephrin receptor signaling pathway', 'notochord formation', 'negative regulation of protein kinase B signaling', 'viral entry into host cell', 'lens fiber cell morphogenesis', 'activation of GTPase activity', 'multicellular organism development', 'cell adhesion', 'pericyte cell differentiation', 'vasculogenesis', 'protein kinase B signaling', 'negative regulation of signal transduction', 'osteoblast differentiation', 'mammary gland epithelial cell proliferation', 'cell migration', 'post-anal tail morphogenesis', 'negative regulation of lymphangiogenesis', 'bone remodeling', 'positive regulation of protein localization to plasma membrane', 'regulation of blood vessel endothelial cell migration', 'osteoclast differentiation', 'cell motility', 'regulation of cell adhesion mediated by integrin', 'regulation of ERK1 and ERK2 cascade', 'cAMP metabolic process', 'negative regulation of apoptotic process', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation']"
