SRC NRBP2
ATR ABL1
ATR PDPK1
ATR IRAK1
ATR PKM
ATR KDR
ATR MAPK14
ATR PRKDC
ATR MAP3K3
ATR AKT1
ATR AURKB
ATR EGFR
ATR JAK2
ATR LCK
ATR PAK2
ATR EPHA8
ATR CSNK2A1
ATR CSNK1E
ATR CDK1
ATR AKT3
ATR CDK14
FLT1 SYK
FLT1 MAPK1
FLT1 BTK
FLT1 MAPK3
FLT1 IKBKB
FLT1 MAP2K3
FLT1 RPS6KB2
FLT1 AKT1
FLT1 RAF1
FLT1 EGFR
FLT1 LCK
FLT1 PIK3C2A
FLT1 PAK3
FLT1 BRD4
FLT1 PRKACG
FLT1 PFKM
FLT1 COQ8B
LYN ARAF
LYN MAP2K1
LYN ABL1
LYN ZAP70
LYN MAP2K2
LYN MAPK1
LYN MAPK6
LYN HK2
LYN PIK3CB
LYN PKM
LYN MARK2
LYN BMPR1B
LYN MAP3K20
LYN TGFBR2
LYN CHUK
LYN KDR
LYN NTRK1
LYN MAPK3
LYN STK11
LYN PTK2
LYN TEC
LYN PRKDC
LYN MAP3K7
LYN MAPK12
LYN TRIM28
LYN RPS6KB1
LYN MAP3K4
LYN PAK1
LYN MAPK11
LYN CHEK1
LYN EIF2AK3
LYN MAST2
LYN AKT1
LYN PLK1
LYN ACVR1
LYN CDK4
LYN CDK6
LYN ITK
LYN RAF1
LYN STK4
LYN EGFR
LYN EPHA2
LYN INSR
LYN JAK2
LYN PIK3CG
LYN TYK2
LYN JAK3
LYN RIPK2
LYN PIP5K1C
LYN PIP4K2A
LYN DAPK1
LYN CAMK2B
LYN NEK2
LYN ROCK2
LYN CSNK2A1
LYN CDK2
LYN EPHB4
LYN EPHA1
LYN PRKAA2
LYN MTOR
LYN TTK
LYN CDK13
LYN MAP4K4
LYN NME2
LYN FGFR4
LYN RET
LYN IRAK2
LYN EPHA6
LYN VRK2
LYN AGK
LYN NPR1
LYN CLK4
PRKCD PTK2B
PRKCD MAP2K2
PRKCD MAPK1
PRKCD PRKCA
PRKCD PRKCB
PRKCD GSK3B
PRKCD PIK3CB
PRKCD DAPK3
PRKCD PKM
PRKCD MARK2
PRKCD PRKACA
PRKCD MAP3K8
PRKCD NTRK1
PRKCD MAP2K7
PRKCD MAP3K10
PRKCD MAP2K6
PRKCD MAPK14
PRKCD PRKDC
PRKCD MAP3K7
PRKCD RPS6KA2
PRKCD MKNK1
PRKCD MAP3K4
PRKCD MAPK7
PRKCD PAK1
PRKCD RPS6KB2
PRKCD CDK9
PRKCD AKT1
PRKCD GRK2
PRKCD PLK1
PRKCD ACVR1
PRKCD AURKB
PRKCD STK35
PRKCD DAPK2
PRKCD FGFR1
PRKCD FLT4
PRKCD FYN
PRKCD MET
PRKCD ERBB4
PRKCD HCK
PRKCD PAK4
PRKCD PIP5K1A
PRKCD ROCK1
PRKCD DAPK1
PRKCD KSR1
PRKCD PDK1
PRKCD AKT2
PRKCD CDK2
PRKCD STK26
PRKCD CSNK1E
PRKCD PRKAA2
PRKCD CDK1
PRKCD SIK1
PRKCD MTOR
PRKCD RPS6KA6
PRKCD AURKA
PRKCD PFKP
PRKCD NME2
PRKCD PAK5
PRKCD SCYL2
PRKCD RIPK4
PRKCD IP6K2
PRKCD CAMK4
PRKCD MAPKAPK3
SYK PIK3CA
SYK MAP2K1
SYK KSR2
SYK ABL1
SYK MAPK1
SYK PRKCB
SYK PIK3CB
SYK BTK
SYK PRKCQ
SYK MATK
SYK KDR
SYK WEE1
SYK STK11
SYK MAPKAPK5
SYK PLK4
SYK MAPK8
SYK PRKDC
SYK MAPK12
SYK MAPK13
SYK LIMK1
SYK MAPK10
SYK PAK1
SYK CAMKK1
SYK RIPK1
SYK AKT1
SYK PLK1
SYK AURKB
SYK CSNK1A1
SYK STK3
SYK EGFR
SYK KALRN
SYK KIT
SYK TYK2
SYK PAK2
SYK RIPK2
SYK TBK1
SYK CDC7
SYK CDK5
SYK PIK3C2A
SYK CAMK2A
SYK GSK3A
SYK BRAF
SYK CSNK1E
SYK ULK1
SYK CDK1
SYK PRKG1
SYK PIM2
SYK PRKACB
SYK PRKACG
SYK STK33
SYK EPHA7
SYK FLT3
SYK PLK2
MAP4K1 PDGFRB
MAP4K1 MAPK1
MAP4K1 PRKCE
MAP4K1 MAP2K5
MAP4K1 IKBKB
MAP4K1 PKN1
MAP4K1 AKT1
MAP4K1 EPHA2
MAP4K1 EPHA8
MAP4K1 TNK2
MAP4K1 CSNK1D
MAP4K1 ULK1
MAP4K1 BUB1
MAP4K1 SRPK1
MAP4K1 MTOR
PDGFRB PDGFRA
PDGFRB MAPK1
PDGFRB RPS6KA1
PDGFRB PKM
PDGFRB MARK2
PDGFRB BTK
PDGFRB MATK
PDGFRB PRKACA
PDGFRB TGFBR1
PDGFRB MAP3K8
PDGFRB NTRK1
PDGFRB MAP3K11
PDGFRB MAPK14
PDGFRB RPS6KA5
PDGFRB RPS6KB1
PDGFRB PAK1
PDGFRB CASK
PDGFRB EGFR
PDGFRB FES
PDGFRB WNK4
PDGFRB PIK3CD
PDGFRB CDK7
PDGFRB PRKAA2
PDGFRB CDK1
PDGFRB AURKA
PDGFRB ICK
PDGFRB DYRK4
PDGFRB PRKACG
PDGFRB PRKG2
PDGFRB RET
PDGFRB WEE2
PDGFRB PLK3
PDGFRB DCLK1
PDGFRB AK1
PIK3CA EIF2AK2
PIK3CA ABL1
PIK3CA MAPK1
PIK3CA PRKCA
PIK3CA PRKCB
PIK3CA PDPK1
PIK3CA MARK4
PIK3CA BTK
PIK3CA MOS
PIK3CA TGFBR1
PIK3CA NTRK3
PIK3CA MAPK3
PIK3CA MAP2K7
PIK3CA IKBKB
PIK3CA MAPK14
PIK3CA MARK3
PIK3CA MAPK8
PIK3CA PKN1
PIK3CA LIMK1
PIK3CA TRIM28
PIK3CA ILK
PIK3CA MAP3K3
PIK3CA PAK1
PIK3CA CHEK2
PIK3CA CDK9
PIK3CA GRK2
PIK3CA PLK1
PIK3CA FLT4
PIK3CA WNK1
PIK3CA PIK3CG
PIK3CA PAK2
PIK3CA PIP4K2B
PIK3CA TBK1
PIK3CA DAPK1
PIK3CA PDK1
PIK3CA CAMK2A
PIK3CA ABL2
PIK3CA TNK2
PIK3CA FER
PIK3CA AKT2
PIK3CA LRRK1
PIK3CA STK24
PIK3CA CDK2
PIK3CA PIK3CD
PIK3CA EPHA3
PIK3CA CDKL5
PIK3CA PFKL
PIK3CA PDXK
PIK3CA STK26
PIK3CA BRAF
PIK3CA PRKD2
PIK3CA SRPK2
PIK3CA SIK1
PIK3CA PRKACB
PIK3CA LRRK2
PIK3CA FRK
PIK3CA FGFR4
PIK3CA PIK3C3
PIK3CA AKT3
PIK3CA RET
PIK3CA NTRK2
PIK3CA ROS1
PIK3CA NME7
PIK3CA MAP3K13
PIK3CA ULK2
PIK3CA FLT3
PIK3CA CDK14
PIK3CA CSNK1G2
PIK3CA PEAK1
PIK3CA PRPF4B
PIK3CA STK17B
PIK3CA SMG1
PIK3CA AK2
PIK3CA RNASEL
PHKG1 PRKCI
PHKG1 CSNK1A1
PHKG1 PIP5K1C
PHKG2 PKM
PHKG2 PTK2
PHKG2 TRIO
PHKG2 GRK2
PHKG2 FGFR1
PHKG2 NEK2
PHKG2 AKT2
PHKG2 ACVR1B
PHKG2 PRKACG
PHKG2 IP6K3
PHKG2 NEK5
PDGFRA ABL1
PDGFRA MAPK1
PDGFRA MARK4
PDGFRA PKM
PDGFRA PRKACA
PDGFRA TGFBR2
PDGFRA MAP2K4
PDGFRA MAP3K11
PDGFRA PTK2
PDGFRA MAPK14
PDGFRA EPHB3
PDGFRA AURKB
PDGFRA IGF1R
PDGFRA RAF1
PDGFRA STK4
PDGFRA TBK1
PDGFRA CDK5
PDGFRA ERBB3
PDGFRA CDK1
PDGFRA PRKG1
PDGFRA TTK
PDGFRA AURKA
PDGFRA CDK12
PDGFRA NME7
PDGFRA ULK2
EIF2AK2 PKM
EIF2AK2 EPHB2
EIF2AK2 TGFBR1
EIF2AK2 MAP2K4
EIF2AK2 MAPK3
EIF2AK2 MAPKAPK5
EIF2AK2 RPS6KB1
EIF2AK2 MAPK7
EIF2AK2 OXSR1
EIF2AK2 MAPK11
EIF2AK2 AKT1
EIF2AK2 INSR
EIF2AK2 PAK2
EIF2AK2 CSK
EIF2AK2 KSR1
EIF2AK2 TTBK2
EIF2AK2 SRPK2
EIF2AK2 MTOR
EIF2AK2 FRK
EIF2AK2 RET
EIF2AK2 STK38L
ARAF ZAP70
ARAF MAPK6
ARAF PDPK1
ARAF PKM
ARAF AMHR2
ARAF TGFBR1
ARAF KDR
ARAF MAPK3
ARAF STK11
ARAF MAP3K11
ARAF OXSR1
ARAF PRKD1
ARAF CDK9
ARAF AKT1
ARAF GRK2
ARAF RAF1
ARAF EGFR
ARAF FGFR1
ARAF FGFR3
ARAF PAK4
ARAF SGK196
ARAF CAMK2D
ARAF CSK
ARAF ERBB2
ARAF SNRK
ARAF CDK2
ARAF MAP3K1
ARAF TRIB3
ARAF EPHB4
ARAF PGK1
ARAF STK26
ARAF ALK
ARAF CDK1
ARAF LRRK2
ARAF RIOK2
ARAF CDK17
ARAF ROR2
ARAF NEK9
ARAF AK2
MAP2K1 ABL1
MAP2K1 ZAP70
MAP2K1 BMPR2
MAP2K1 MAPK6
MAP2K1 IRAK1
MAP2K1 PRKCZ
MAP2K1 PKM
MAP2K1 PRKACA
MAP2K1 MAPK15
MAP2K1 NTRK1
MAP2K1 PRKCI
MAP2K1 MAP2K7
MAP2K1 MAP2K3
MAP2K1 MAPKAPK5
MAP2K1 MAPK8
MAP2K1 PRKDC
MAP2K1 MAP3K7
MAP2K1 ILK
MAP2K1 RIPK1
MAP2K1 CHEK2
MAP2K1 PRKCH
MAP2K1 CDK9
MAP2K1 AKT1
MAP2K1 CDK4
MAP2K1 STK3
MAP2K1 EGFR
MAP2K1 FGFR1
MAP2K1 CLK3
MAP2K1 FYN
MAP2K1 MET
MAP2K1 ERBB4
MAP2K1 EPHA2
MAP2K1 HCK
MAP2K1 INSR
MAP2K1 WNK1
MAP2K1 CDK5
MAP2K1 CAMK2B
MAP2K1 PIK3C2A
MAP2K1 GSK3A
MAP2K1 IKBKE
MAP2K1 CSNK2A1
MAP2K1 PIK3CD
MAP2K1 EPHA3
MAP2K1 MELK
MAP2K1 BLK
MAP2K1 CSNK1D
MAP2K1 PTK6
MAP2K1 ALK
MAP2K1 EPHA1
MAP2K1 MAP4K5
MAP2K1 PRKAA2
MAP2K1 RIOK3
MAP2K1 CDK1
MAP2K1 AURKA
MAP2K1 LRRK2
MAP2K1 GRK5
MAP2K1 NLK
MAP2K1 CDK12
MAP2K1 MAP4K2
MAP2K1 EPHA5
MAP2K1 CDK15
MAP2K1 EPHB6
MAP2K1 ROR2
MAP2K1 MAPKAPK3
MAP2K1 CHKB
MAP2K1 NEK9
RPS6KA4 ABL1
RPS6KA4 MAPK14
RPS6KA4 CDK9
RPS6KA4 EPHA2
RPS6KA4 PIK3CG
RPS6KA4 PAK4
RPS6KA4 PIP5K1A
RPS6KA4 CSK
RPS6KA4 SRPK2
RPS6KA4 MLKL
RPS6KA4 STK17B
RPS6KA4 SRMS
KSR2 GSK3B
KSR2 PIK3CB
KSR2 PRKCZ
KSR2 MAPK3
KSR2 STK11
KSR2 MAPK13
KSR2 RPS6KB1
KSR2 MAP3K5
KSR2 MAPK11
KSR2 RPS6KB2
KSR2 MET
KSR2 PAK2
KSR2 PIP4K2C
KSR2 MERTK
KSR2 HIPK1
KSR2 CLK4
ABL1 MAP2K2
ABL1 MAPK1
ABL1 PIK3CB
ABL1 MARK4
ABL1 PKM
ABL1 PRKCQ
ABL1 EPHB2
ABL1 MAP2K4
ABL1 NTRK1
ABL1 MAPK3
ABL1 PRKCI
ABL1 PTK2
ABL1 MAPK14
ABL1 MAP2K3
ABL1 MAPK8
ABL1 PRKDC
ABL1 MAP3K7
ABL1 PAK1
ABL1 MAPK11
ABL1 PDK2
ABL1 CHEK1
ABL1 CHEK2
ABL1 CDK9
ABL1 AKT1
ABL1 CDK4
ABL1 RAF1
ABL1 LATS2
ABL1 EGFR
ABL1 FGFR1
ABL1 KALRN
ABL1 FYN
ABL1 ERBB4
ABL1 EPHA2
ABL1 LCK
ABL1 WNK1
ABL1 PIP4K2A
ABL1 DAPK1
ABL1 ERBB3
ABL1 KSR1
ABL1 ERBB2
ABL1 PDK1
ABL1 TNK2
ABL1 GSK3A
ABL1 PAK3
ABL1 ROCK2
ABL1 BRAF
ABL1 BLK
ABL1 GAK
ABL1 PRKAA2
ABL1 PRKG1
ABL1 SIK1
ABL1 MTOR
ABL1 TTK
ABL1 CDK8
ABL1 RIPK3
ABL1 HK1
ABL1 ICK
ABL1 PFKP
ABL1 CAMK1
ABL1 NEK1
ABL1 WNK2
ABL1 IRAK2
ABL1 PRKX
ABL1 AXL
ABL1 EPHA10
ABL1 SCYL1
ABL1 SCYL2
ABL1 AK2
ABL1 UHMK1
ZAP70 MAPK1
ZAP70 MAPK6
ZAP70 PRKCE
ZAP70 TXK
ZAP70 PRKACA
ZAP70 NTRK1
ZAP70 MAPK3
ZAP70 MAP3K11
ZAP70 MAP3K5
ZAP70 PAK1
ZAP70 MAPK11
ZAP70 CHEK2
ZAP70 AKT1
ZAP70 CSNK1A1
ZAP70 LCK
ZAP70 PIP5K1C
ZAP70 CSK
ZAP70 ABL2
ZAP70 MERTK
ZAP70 AKT2
ZAP70 MELK
ZAP70 BRAF
ZAP70 DYRK2
ZAP70 PRKACB
ZAP70 CLK1
ZAP70 MAPKAPK2
PTK2B MAPK1
PTK2B GSK3B
PTK2B PDPK1
PTK2B IRAK1
PTK2B GUCY2C
PTK2B NTRK1
PTK2B MAPK3
PTK2B STK11
PTK2B IKBKB
PTK2B MAP2K6
PTK2B MAP2K3
PTK2B MAPKAPK5
PTK2B RPS6KA2
PTK2B TRIM28
PTK2B ILK
PTK2B PAK1
PTK2B PLK1
PTK2B JAK2
PTK2B TYK2
PTK2B JAK3
PTK2B PIP4K2C
PTK2B CDC7
PTK2B ERBB2
PTK2B PDK1
PTK2B AKT2
PTK2B LRRK1
PTK2B STK24
PTK2B CDK2
PTK2B EPHB4
PTK2B ULK1
PTK2B PRKG1
PTK2B LRRK2
PTK2B MAP4K4
PTK2B MAPK4
PTK2B MKNK2
PTK2B FGFR4
PTK2B RIOK2
PTK2B CAMK1
PTK2B AXL
PTK2B CDK14
MAP2K2 MAPK1
MAP2K2 GSK3B
MAP2K2 PKM
MAP2K2 PRKACA
MAP2K2 NTRK1
MAP2K2 MAPK3
MAP2K2 MAP2K7
MAP2K2 EPHB3
MAP2K2 MKNK1
MAP2K2 PAK1
MAP2K2 RIPK1
MAP2K2 CSNK1A1
MAP2K2 ITK
MAP2K2 RAF1
MAP2K2 EGFR
MAP2K2 CLK2
MAP2K2 FYN
MAP2K2 PIP4K2B
MAP2K2 PIP4K2A
MAP2K2 ERBB3
MAP2K2 AKT2
MAP2K2 CSNK2A1
MAP2K2 PIM1
MAP2K2 PTK6
MAP2K2 ULK1
MAP2K2 BUB1
MAP2K2 CDK1
MAP2K2 CDK13
MAP2K2 CDK19
MAP2K2 FRK
MAP2K2 PRKACG
MAP2K2 FGFR4
MAP2K2 EPHB6
MAP2K2 MAPKAPK2
MAP2K2 TRIB2
MAPK1 DYRK1B
MAPK1 PRKCA
MAPK1 PRKCB
MAPK1 GSK3B
MAPK1 PDPK1
MAPK1 PRKCE
MAPK1 MARK4
MAPK1 PRKCZ
MAPK1 MATK
MAPK1 EPHB2
MAPK1 PRKACA
MAPK1 TGFBR2
MAPK1 CHUK
MAPK1 KDR
MAPK1 NTRK1
MAPK1 MAPK3
MAPK1 STK11
MAPK1 PRKCI
MAPK1 PTK2
MAPK1 MAP3K10
MAPK1 MAPK14
MAPK1 MAPKAPK5
MAPK1 EPHB3
MAPK1 MAPK8
MAPK1 PRKDC
MAPK1 MAPK13
MAPK1 LIMK1
MAPK1 MAPK9
MAPK1 MAP3K3
MAPK1 MAPK7
MAPK1 PKN2
MAPK1 PAK1
MAPK1 NEK6
MAPK1 RIPK1
MAPK1 RPS6KB2
MAPK1 PRKCH
MAPK1 CDK9
MAPK1 AKT1
MAPK1 PLK1
MAPK1 ACVR1
MAPK1 AURKB
MAPK1 CDK4
MAPK1 CSNK1A1
MAPK1 RAF1
MAPK1 STK3
MAPK1 LATS2
MAPK1 EGFR
MAPK1 FGFR1
MAPK1 FGFR2
MAPK1 FYN
MAPK1 MET
MAPK1 EPHA2
MAPK1 HCK
MAPK1 PIK3CG
MAPK1 PAK2
MAPK1 JAK3
MAPK1 PIP4K2B
MAPK1 PIP5K1A
MAPK1 ROCK1
MAPK1 CDC7
MAPK1 CDK5
MAPK1 PIK3C2A
MAPK1 ERBB2
MAPK1 NEK2
MAPK1 PDK1
MAPK1 CAMK2A
MAPK1 CSF1R
MAPK1 MERTK
MAPK1 TNK2
MAPK1 GSK3A
MAPK1 FER
MAPK1 PAK3
MAPK1 PRKAA1
MAPK1 LRRK1
MAPK1 STK16
MAPK1 MAP3K1
MAPK1 PIK3CD
MAPK1 TAOK3
MAPK1 MYLK2
MAPK1 BMX
MAPK1 BRAF
MAPK1 BLK
MAPK1 EPHB1
MAPK1 TAOK1
MAPK1 CAMKK2
MAPK1 ULK1
MAPK1 CDK1
MAPK1 MTOR
MAPK1 RPS6KA6
MAPK1 MOK
MAPK1 AURKA
MAPK1 GRK5
MAPK1 PRKACG
MAPK1 CDK12
MAPK1 PKMYT1
MAPK1 RET
MAPK1 TAOK2
MAPK1 HIPK1
MAPK1 NTRK2
MAPK1 EPHA5
MAPK1 NME7
MAPK1 PRKX
MAPK1 EPHA7
MAPK1 MAP3K6
MAPK1 EPHA6
MAPK1 ULK2
MAPK1 CDK14
MAPK1 CDK17
MAPK1 SCYL1
MAPK1 MAPKAPK2
MAPK1 AAK1
RPS6KA1 PRKCG
RPS6KA1 MARK2
RPS6KA1 PRKACA
RPS6KA1 TGFBR1
RPS6KA1 ACVRL1
RPS6KA1 TGFBR2
RPS6KA1 KDR
RPS6KA1 MAPK3
RPS6KA1 PRKDC
RPS6KA1 CAMKK1
RPS6KA1 RPS6KB2
RPS6KA1 MAST2
RPS6KA1 GRK2
RPS6KA1 CDK4
RPS6KA1 HCK
RPS6KA1 LCK
RPS6KA1 PAK2
RPS6KA1 CDK5
RPS6KA1 CSK
RPS6KA1 NEK2
RPS6KA1 CDK2
RPS6KA1 MAP3K1
RPS6KA1 PIK3CD
RPS6KA1 ALK
RPS6KA1 MAST1
RPS6KA1 PRKAA2
RPS6KA1 CDK1
RPS6KA1 MAP4K4
RPS6KA1 HASPIN
RPS6KA1 WNK2
RPS6KA1 NME7
DYRK1B PRKCZ
DYRK1B MAP2K4
DYRK1B MAPK12
DYRK1B CDK4
DYRK1B FGFR2
DYRK1B EPHA1
DYRK1B CDK8
DYRK1B DCLK1
PRKCA GSK3B
PRKCA PDPK1
PRKCA HK2
PRKCA PKM
PRKCA EPHB2
PRKCA MAPK15
PRKCA BMPR1B
PRKCA CHUK
PRKCA NTRK1
PRKCA RPS6KA3
PRKCA MAPK14
PRKCA MAP2K3
PRKCA MARK3
PRKCA MAPK8
PRKCA PRKDC
PRKCA MAP3K7
PRKCA LATS1
PRKCA RPS6KA2
PRKCA LIMK2
PRKCA MAPK7
PRKCA SGK1
PRKCA PAK1
PRKCA CHEK1
PRKCA CHEK2
PRKCA CSNK1A1
PRKCA RAF1
PRKCA FGFR2
PRKCA FYN
PRKCA JAK2
PRKCA LCK
PRKCA PIK3CG
PRKCA PAK4
PRKCA PIP4K2B
PRKCA PIP5K1A
PRKCA ROCK1
PRKCA CDK5
PRKCA KSR1
PRKCA ERBB2
PRKCA NEK2
PRKCA IKBKE
PRKCA ROCK2
PRKCA LRRK1
PRKCA MAP3K1
PRKCA PAK6
PRKCA PI4KA
PRKCA ACVR1B
PRKCA CAMKK2
PRKCA AURKA
PRKCA CDK16
PRKCA CDK3
PRKCA WNK2
PRKCA MUSK
PRKCA NEK9
PRKCA MASTL
PRKCA IPMK
MYLK NTRK1
MYLK RPS6KA3
MYLK PTK2
MYLK MAP2K6
MYLK MARK3
MYLK PAK1
MYLK MAP3K14
MYLK GRK2
MYLK CDK4
MYLK CDK6
MYLK MET
MYLK LCK
MYLK WNK1
MYLK PAK2
MYLK ROCK1
MYLK CAMK2B
MYLK EPHB4
MYLK MAPK4
MYLK BRD3
MYLK PFKM
MYLK ACVR1C
BMPR2 GSK3B
BMPR2 PIK3CB
BMPR2 NTRK1
BMPR2 MAPK3
BMPR2 STK11
BMPR2 PTK2
BMPR2 RAF1
BMPR2 NME1
BMPR2 MET
BMPR2 LCK
BMPR2 JAK3
BMPR2 ROR1
BMPR2 ALK
BMPR2 SIK2
BMPR2 MAK
BMPR2 EPHA7
BMPR2 COQ8B
PRKCB PKM
PRKCB BTK
PRKCB MAPK3
PRKCB MAP2K6
PRKCB MAPK14
PRKCB MAPKAPK5
PRKCB EPHB3
PRKCB MAP3K7
PRKCB MAPK13
PRKCB PAK1
PRKCB CAMKK1
PRKCB AKT1
PRKCB ITK
PRKCB STK4
PRKCB FGFR1
PRKCB CLK2
PRKCB FYN
PRKCB HCK
PRKCB JAK2
PRKCB LCK
PRKCB FES
PRKCB CDC7
PRKCB CDK5
PRKCB CAMK2B
PRKCB GSK3A
PRKCB CDK2
PRKCB PDXK
PRKCB PI4K2B
PRKCB CDK7
PRKCB PRKAA2
PRKCB SIK1
PRKCB LRRK2
PRKCB TP53RK
PRKCB PIK3C3
PRKCB EPHA7
PRKCB PIKFYVE
PRKCB CAMKV
PRKCB COQ8A
MAPK6 PRKCZ
MAPK6 MAP3K8
MAPK6 NTRK1
MAPK6 MAPK3
MAPK6 WEE1
MAPK6 MAPK14
MAPK6 MAP2K3
MAPK6 ATM
MAPK6 MAPK11
MAPK6 EGFR
MAPK6 ERBB3
MAPK6 ERBB2
MAPK6 CSNK2A1
MAPK6 CDK2
MAPK6 CSNK1E
MAPK6 LRRK2
MAPK6 AKT3
MAPK6 AXL
MAPK6 NEK3
GSK3B PIK3CB
GSK3B MARK4
GSK3B PRKCZ
GSK3B PKM
GSK3B BTK
GSK3B PRKACA
GSK3B TGFBR1
GSK3B BMPR1B
GSK3B CHUK
GSK3B MAP2K4
GSK3B MAPK3
GSK3B MAP3K11
GSK3B MAP2K7
GSK3B MAP2K6
GSK3B MAPK14
GSK3B MAP2K3
GSK3B ATM
GSK3B MAP3K7
GSK3B LATS1
GSK3B MAPK9
GSK3B MAPK10
GSK3B STRADA
GSK3B PAK1
GSK3B CHEK1
GSK3B CHEK2
GSK3B CDK9
GSK3B AKT1
GSK3B AURKB
GSK3B RAF1
GSK3B STK3
GSK3B EGFR
GSK3B FGFR1
GSK3B EPHA4
GSK3B FGFR3
GSK3B FYN
GSK3B ERBB4
GSK3B KIT
GSK3B HCK
GSK3B JAK1
GSK3B PAK2
GSK3B JAK3
GSK3B PIP5K1A
GSK3B CSK
GSK3B TNK2
GSK3B ROCK2
GSK3B MAP3K1
GSK3B PIK3CD
GSK3B PFKL
GSK3B AATK
GSK3B PIM1
